Iso_code,Country,Region,Indicator,Category,Sex,Year,Unity,Value
COL,Colombia,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2018,Counts,32061
DEU,Germany,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2018,Counts,11415
DOM,Dominican Republic,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2018,Counts,1
ESP,Spain,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2018,Counts,220
GUY,Guyana,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2018,Counts,45
HRV,Croatia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2018,Counts,8
KNA,Saint Kitts and Nevis,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2018,Counts,0
LTU,Lithuania,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2018,Counts,2
LVA,Latvia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2018,Counts,15
MEX,Mexico,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2018,Counts,94
MMR,Myanmar,Asia,Victims of serious assault,Other Perpetrator known to the victim,Female,2018,Counts,833
MNG,Mongolia,Asia,Victims of serious assault,Other Perpetrator known to the victim,Female,2018,Counts,8
NZL,New Zealand,Oceania,Victims of serious assault,Other Perpetrator known to the victim,Female,2018,Counts,1928
OMN,Oman,Asia,Victims of serious assault,Other Perpetrator known to the victim,Female,2018,Counts,5
SLV,El Salvador,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2018,Counts,112
SWE,Sweden,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2018,Counts,426
VEN,Venezuela (Bolivarian Republic of),Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2018,Counts,7
AUT,Austria,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2019,Counts,236
BHS,Bahamas,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2019,Counts,153
BOL,Bolivia (Plurinational State of),Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2019,Counts,4
CAN,Canada,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2019,Counts,520
CHE,Switzerland,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2019,Counts,38
DEU,Germany,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2019,Counts,11180
DOM,Dominican Republic,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2019,Counts,0
ESP,Spain,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2019,Counts,233
GRC,Greece,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2019,Counts,4
GUY,Guyana,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2019,Counts,296
HRV,Croatia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2019,Counts,27
KNA,Saint Kitts and Nevis,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2019,Counts,0
LTU,Lithuania,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2019,Counts,5
LVA,Latvia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2019,Counts,34
MEX,Mexico,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2019,Counts,1035
MNG,Mongolia,Asia,Victims of serious assault,Other Perpetrator known to the victim,Female,2019,Counts,10
SLV,El Salvador,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2019,Counts,11
SVN,Slovenia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2019,Counts,7
AUT,Austria,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2020,Counts,208
BHS,Bahamas,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2020,Counts,123
BOL,Bolivia (Plurinational State of),Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2020,Counts,4
CAN,Canada,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2020,Counts,460
CHE,Switzerland,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2020,Counts,35
CZE,Czechia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2020,Counts,252
DEU,Germany,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2020,Counts,11049
DOM,Dominican Republic,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2020,Counts,0
ESP,Spain,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2020,Counts,207
GRC,Greece,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2020,Counts,2
GUY,Guyana,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2020,Counts,891
HRV,Croatia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2020,Counts,20
KNA,Saint Kitts and Nevis,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2020,Counts,0
LTU,Lithuania,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2020,Counts,5
LVA,Latvia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2020,Counts,22
MAR,Morocco,Africa,Victims of serious assault,Other Perpetrator known to the victim,Female,2020,Counts,1481
MEX,Mexico,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2020,Counts,209
MNG,Mongolia,Asia,Victims of serious assault,Other Perpetrator known to the victim,Female,2020,Counts,7
OMN,Oman,Asia,Victims of serious assault,Other Perpetrator known to the victim,Female,2020,Counts,2
SLV,El Salvador,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2020,Counts,12
SVN,Slovenia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2020,Counts,2
AUT,Austria,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2021,Counts,278
BLZ,Belize,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2021,Counts,8
BOL,Bolivia (Plurinational State of),Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2021,Counts,5
CAN,Canada,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2021,Counts,549
CHE,Switzerland,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2021,Counts,27
CZE,Czechia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2021,Counts,347
DEU,Germany,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2021,Counts,10859
DOM,Dominican Republic,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2021,Counts,0
ESP,Spain,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2021,Counts,228
GUY,Guyana,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2021,Counts,366
HRV,Croatia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2021,Counts,19
KNA,Saint Kitts and Nevis,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2021,Counts,3
LTU,Lithuania,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2021,Counts,1
LVA,Latvia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2021,Counts,25
MEX,Mexico,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2021,Counts,4058
SLV,El Salvador,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2021,Counts,10
SVN,Slovenia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2021,Counts,1
VAT,Holy See,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2021,Counts,0
AUT,Austria,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2022,Counts,238
BLZ,Belize,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2022,Counts,1
BOL,Bolivia (Plurinational State of),Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2022,Counts,6
CAN,Canada,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2022,Counts,573
CHE,Switzerland,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2022,Counts,31
CZE,Czechia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2022,Counts,375
DEU,Germany,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2022,Counts,12814
DOM,Dominican Republic,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2022,Counts,0
ESP,Spain,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2022,Counts,275
GUY,Guyana,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2022,Counts,603
HND,Honduras,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2022,Counts,81
HRV,Croatia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2022,Counts,20
IRL,Ireland,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2022,Counts,454
KNA,Saint Kitts and Nevis,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2022,Counts,9
LTU,Lithuania,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2022,Counts,1
LVA,Latvia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2022,Counts,23
MAR,Morocco,Africa,Victims of serious assault,Other Perpetrator known to the victim,Female,2022,Counts,2055
MEX,Mexico,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2022,Counts,989
MMR,Myanmar,Asia,Victims of serious assault,Other Perpetrator known to the victim,Female,2022,Counts,377
SLV,El Salvador,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2022,Counts,8
SVN,Slovenia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2022,Counts,4
VAT,Holy See,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2022,Counts,0
AUT,Austria,Europe,Victims of serious assault,Perpetrator unknown to the victim,Male,2013,Counts,1536
CAN,Canada,Americas,Victims of serious assault,Perpetrator unknown to the victim,Male,2013,Counts,10490
CHE,Switzerland,Europe,Victims of serious assault,Perpetrator unknown to the victim,Male,2013,Counts,120
COL,Colombia,Americas,Victims of serious assault,Perpetrator unknown to the victim,Male,2013,Counts,12950
CZE,Czechia,Europe,Victims of serious assault,Perpetrator unknown to the victim,Male,2013,Counts,3311
MMR,Myanmar,Asia,Victims of serious assault,Perpetrator unknown to the victim,Male,2013,Counts,274
SVN,Slovenia,Europe,Victims of serious assault,Perpetrator unknown to the victim,Male,2013,Counts,542
SWE,Sweden,Europe,Victims of serious assault,Perpetrator unknown to the victim,Male,2013,Counts,2213
AUT,Austria,Europe,Victims of serious assault,Perpetrator unknown to the victim,Male,2014,Counts,1668
CAN,Canada,Americas,Victims of serious assault,Perpetrator unknown to the victim,Male,2014,Counts,10163
CHE,Switzerland,Europe,Victims of serious assault,Perpetrator unknown to the victim,Male,2014,Counts,167
COL,Colombia,Americas,Victims of serious assault,Perpetrator unknown to the victim,Male,2014,Counts,8570
CZE,Czechia,Europe,Victims of serious assault,Perpetrator unknown to the victim,Male,2014,Counts,2997
DEU,Germany,Europe,Victims of serious assault,Perpetrator unknown to the victim,Male,2014,Counts,54754
MMR,Myanmar,Asia,Victims of serious assault,Perpetrator unknown to the victim,Male,2014,Counts,317
SVN,Slovenia,Europe,Victims of serious assault,Perpetrator unknown to the victim,Male,2014,Counts,430
SWE,Sweden,Europe,Victims of serious assault,Perpetrator unknown to the victim,Male,2014,Counts,2085
AUT,Austria,Europe,Victims of serious assault,Perpetrator unknown to the victim,Male,2015,Counts,1746
CAN,Canada,Americas,Victims of serious assault,Perpetrator unknown to the victim,Male,2015,Counts,10874
CHE,Switzerland,Europe,Victims of serious assault,Perpetrator unknown to the victim,Male,2015,Counts,183
COL,Colombia,Americas,Victims of serious assault,Perpetrator unknown to the victim,Male,2015,Counts,8216
CZE,Czechia,Europe,Victims of serious assault,Perpetrator unknown to the victim,Male,2015,Counts,2763
DEU,Germany,Europe,Victims of serious assault,Perpetrator unknown to the victim,Male,2015,Counts,56721
LTU,Lithuania,Europe,Victims of serious assault,Perpetrator unknown to the victim,Male,2015,Counts,26
MMR,Myanmar,Asia,Victims of serious assault,Perpetrator unknown to the victim,Male,2015,Counts,30
MNG,Mongolia,Asia,Victims of serious assault,Perpetrator unknown to the victim,Male,2015,Counts,135
NZL,New Zealand,Oceania,Victims of serious assault,Perpetrator unknown to the victim,Male,2015,Counts,3416
SVK,Slovakia,Europe,Victims of serious assault,Perpetrator unknown to the victim,Male,2015,Counts,1400
SVN,Slovenia,Europe,Victims of serious assault,Perpetrator unknown to the victim,Male,2015,Counts,401
SWE,Sweden,Europe,Victims of serious assault,Perpetrator unknown to the victim,Male,2015,Counts,2037
VEN,Venezuela (Bolivarian Republic of),Americas,Victims of serious assault,Perpetrator unknown to the victim,Male,2015,Counts,1755
AUT,Austria,Europe,Victims of serious assault,Perpetrator unknown to the victim,Male,2016,Counts,412
CAN,Canada,Americas,Victims of serious assault,Perpetrator unknown to the victim,Male,2016,Counts,11093
CHE,Switzerland,Europe,Victims of serious assault,Perpetrator unknown to the victim,Male,2016,Counts,181
COL,Colombia,Americas,Victims of serious assault,Perpetrator unknown to the victim,Male,2016,Counts,8678
