Iso_code,Country,Region,Indicator,Category,Sex,Year,Unity,Value
HRV,Croatia,Europe,Victims of serious assault,Intimate partner or family member,Female,2021,Counts,92
KNA,Saint Kitts and Nevis,Americas,Victims of serious assault,Intimate partner or family member,Female,2021,Counts,33
LTU,Lithuania,Europe,Victims of serious assault,Intimate partner or family member,Female,2021,Counts,12
LVA,Latvia,Europe,Victims of serious assault,Intimate partner or family member,Female,2021,Counts,47
MEX,Mexico,Americas,Victims of serious assault,Intimate partner or family member,Female,2021,Counts,6460
ROU,Romania,Europe,Victims of serious assault,Intimate partner or family member,Female,2021,Counts,6
SLV,El Salvador,Americas,Victims of serious assault,Intimate partner or family member,Female,2021,Counts,864
SVK,Slovakia,Europe,Victims of serious assault,Intimate partner or family member,Female,2021,Counts,7
SVN,Slovenia,Europe,Victims of serious assault,Intimate partner or family member,Female,2021,Counts,12
VAT,Holy See,Europe,Victims of serious assault,Intimate partner or family member,Female,2021,Counts,0
AUT,Austria,Europe,Victims of serious assault,Intimate partner or family member,Female,2022,Counts,277
BOL,Bolivia (Plurinational State of),Americas,Victims of serious assault,Intimate partner or family member,Female,2022,Counts,3
CAN,Canada,Americas,Victims of serious assault,Intimate partner or family member,Female,2022,Counts,1599
CHE,Switzerland,Europe,Victims of serious assault,Intimate partner or family member,Female,2022,Counts,80
CZE,Czechia,Europe,Victims of serious assault,Intimate partner or family member,Female,2022,Counts,313
DEU,Germany,Europe,Victims of serious assault,Intimate partner or family member,Female,2022,Counts,17390
DOM,Dominican Republic,Americas,Victims of serious assault,Intimate partner or family member,Female,2022,Counts,23
ESP,Spain,Europe,Victims of serious assault,Intimate partner or family member,Female,2022,Counts,2172
FIN,Finland,Europe,Victims of serious assault,Intimate partner or family member,Female,2022,Counts,122
FRA,France,Europe,Victims of serious assault,Intimate partner or family member,Female,2022,Counts,164500
HND,Honduras,Americas,Victims of serious assault,Intimate partner or family member,Female,2022,Counts,55
HRV,Croatia,Europe,Victims of serious assault,Intimate partner or family member,Female,2022,Counts,73
IRL,Ireland,Europe,Victims of serious assault,Intimate partner or family member,Female,2022,Counts,1169
KNA,Saint Kitts and Nevis,Americas,Victims of serious assault,Intimate partner or family member,Female,2022,Counts,11
LTU,Lithuania,Europe,Victims of serious assault,Intimate partner or family member,Female,2022,Counts,7
LVA,Latvia,Europe,Victims of serious assault,Intimate partner or family member,Female,2022,Counts,40
MAR,Morocco,Africa,Victims of serious assault,Intimate partner or family member,Female,2022,Counts,7200
MEX,Mexico,Americas,Victims of serious assault,Intimate partner or family member,Female,2022,Counts,10970
MMR,Myanmar,Asia,Victims of serious assault,Intimate partner or family member,Female,2022,Counts,148
ROU,Romania,Europe,Victims of serious assault,Intimate partner or family member,Female,2022,Counts,9
SLV,El Salvador,Americas,Victims of serious assault,Intimate partner or family member,Female,2022,Counts,540
SVK,Slovakia,Europe,Victims of serious assault,Intimate partner or family member,Female,2022,Counts,8
SVN,Slovenia,Europe,Victims of serious assault,Intimate partner or family member,Female,2022,Counts,7
VAT,Holy See,Europe,Victims of serious assault,Intimate partner or family member,Female,2022,Counts,0
AUT,Austria,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2013,Counts,760
CAN,Canada,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2013,Counts,10846
CHE,Switzerland,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2013,Counts,97
COL,Colombia,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2013,Counts,49430
CZE,Czechia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2013,Counts,959
HND,Honduras,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2013,Counts,2
MMR,Myanmar,Asia,Victims of serious assault,Other Perpetrator known to the victim,Male,2013,Counts,2952
SWE,Sweden,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2013,Counts,1229
AUT,Austria,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2014,Counts,806
CAN,Canada,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2014,Counts,10758
CHE,Switzerland,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2014,Counts,84
COL,Colombia,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2014,Counts,52307
CZE,Czechia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2014,Counts,947
DEU,Germany,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2014,Counts,29065
HND,Honduras,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2014,Counts,6
MMR,Myanmar,Asia,Victims of serious assault,Other Perpetrator known to the victim,Male,2014,Counts,3159
SWE,Sweden,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2014,Counts,1295
ATG,Antigua and Barbuda,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2015,Counts,8
AUT,Austria,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2015,Counts,747
CAN,Canada,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2015,Counts,11132
CHE,Switzerland,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2015,Counts,98
COL,Colombia,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2015,Counts,55579
CZE,Czechia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2015,Counts,931
DEU,Germany,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2015,Counts,30017
HND,Honduras,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2015,Counts,12
LTU,Lithuania,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2015,Counts,24
MMR,Myanmar,Asia,Victims of serious assault,Other Perpetrator known to the victim,Male,2015,Counts,2732
MNG,Mongolia,Asia,Victims of serious assault,Other Perpetrator known to the victim,Male,2015,Counts,141
NZL,New Zealand,Oceania,Victims of serious assault,Other Perpetrator known to the victim,Male,2015,Counts,2874
SVK,Slovakia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2015,Counts,35
SWE,Sweden,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2015,Counts,1343
VEN,Venezuela (Bolivarian Republic of),Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2015,Counts,1
ATG,Antigua and Barbuda,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2016,Counts,10
AUT,Austria,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2016,Counts,268
CAN,Canada,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2016,Counts,11534
CHE,Switzerland,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2016,Counts,104
COL,Colombia,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2016,Counts,56822
CZE,Czechia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2016,Counts,835
DEU,Germany,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2016,Counts,36718
ESP,Spain,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2016,Counts,3519
GUY,Guyana,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2016,Counts,28
HND,Honduras,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2016,Counts,2
HRV,Croatia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2016,Counts,9
LTU,Lithuania,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2016,Counts,28
LVA,Latvia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2016,Counts,79
MMR,Myanmar,Asia,Victims of serious assault,Other Perpetrator known to the victim,Male,2016,Counts,2891
MNG,Mongolia,Asia,Victims of serious assault,Other Perpetrator known to the victim,Male,2016,Counts,110
NZL,New Zealand,Oceania,Victims of serious assault,Other Perpetrator known to the victim,Male,2016,Counts,2869
SVK,Slovakia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2016,Counts,1
SWE,Sweden,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2016,Counts,1493
VEN,Venezuela (Bolivarian Republic of),Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2016,Counts,0
ATG,Antigua and Barbuda,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2017,Counts,12
AUT,Austria,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2017,Counts,179
BHS,Bahamas,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2017,Counts,15
BOL,Bolivia (Plurinational State of),Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2017,Counts,2
CAN,Canada,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2017,Counts,2396
CHE,Switzerland,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2017,Counts,114
COL,Colombia,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2017,Counts,52307
DEU,Germany,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2017,Counts,36354
DOM,Dominican Republic,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2017,Counts,18
ESP,Spain,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2017,Counts,1057
KNA,Saint Kitts and Nevis,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2017,Counts,0
LTU,Lithuania,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2017,Counts,34
LVA,Latvia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2017,Counts,79
MEX,Mexico,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2017,Counts,1385
MNG,Mongolia,Asia,Victims of serious assault,Other Perpetrator known to the victim,Male,2017,Counts,125
NZL,New Zealand,Oceania,Victims of serious assault,Other Perpetrator known to the victim,Male,2017,Counts,2713
OMN,Oman,Asia,Victims of serious assault,Other Perpetrator known to the victim,Male,2017,Counts,60
SLV,El Salvador,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2017,Counts,18
SVK,Slovakia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2017,Counts,42
SWE,Sweden,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2017,Counts,1406
VEN,Venezuela (Bolivarian Republic of),Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2017,Counts,1
ALB,Albania,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2018,Counts,14
ATG,Antigua and Barbuda,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2018,Counts,5
AUT,Austria,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2018,Counts,818
BHS,Bahamas,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2018,Counts,15
BOL,Bolivia (Plurinational State of),Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2018,Counts,1
CAN,Canada,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2018,Counts,2449
CHE,Switzerland,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2018,Counts,109
COL,Colombia,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2018,Counts,52640
DEU,Germany,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2018,Counts,35269
DOM,Dominican Republic,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2018,Counts,17
ESP,Spain,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2018,Counts,1018
GUY,Guyana,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2018,Counts,214
HRV,Croatia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2018,Counts,92
KNA,Saint Kitts and Nevis,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2018,Counts,0
LTU,Lithuania,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2018,Counts,32
LVA,Latvia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2018,Counts,90
MEX,Mexico,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2018,Counts,235
MMR,Myanmar,Asia,Victims of serious assault,Other Perpetrator known to the victim,Male,2018,Counts,2865
MNG,Mongolia,Asia,Victims of serious assault,Other Perpetrator known to the victim,Male,2018,Counts,87
NZL,New Zealand,Oceania,Victims of serious assault,Other Perpetrator known to the victim,Male,2018,Counts,2597
OMN,Oman,Asia,Victims of serious assault,Other Perpetrator known to the victim,Male,2018,Counts,52
SLV,El Salvador,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2018,Counts,16
SVK,Slovakia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2018,Counts,37
SWE,Sweden,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2018,Counts,1334
VEN,Venezuela (Bolivarian Republic of),Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2018,Counts,4
ATG,Antigua and Barbuda,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2019,Counts,15
AUT,Austria,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2019,Counts,1057
BHS,Bahamas,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2019,Counts,379
BOL,Bolivia (Plurinational State of),Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2019,Counts,1
CAN,Canada,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2019,Counts,2385
CHE,Switzerland,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2019,Counts,131
DEU,Germany,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2019,Counts,33526
DOM,Dominican Republic,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2019,Counts,1
ESP,Spain,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2019,Counts,1020
GRC,Greece,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2019,Counts,1
GUY,Guyana,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2019,Counts,1069
HRV,Croatia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2019,Counts,144
KNA,Saint Kitts and Nevis,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2019,Counts,0
LTU,Lithuania,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2019,Counts,28
LVA,Latvia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2019,Counts,146
MEX,Mexico,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2019,Counts,1596
MNG,Mongolia,Asia,Victims of serious assault,Other Perpetrator known to the victim,Male,2019,Counts,75
SLV,El Salvador,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2019,Counts,0
SVK,Slovakia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2019,Counts,25
SVN,Slovenia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2019,Counts,25
ATG,Antigua and Barbuda,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2020,Counts,5
AUT,Austria,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2020,Counts,895
BHS,Bahamas,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2020,Counts,343
BOL,Bolivia (Plurinational State of),Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2020,Counts,1
CAN,Canada,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2020,Counts,2206
CHE,Switzerland,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2020,Counts,148
CZE,Czechia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2020,Counts,461
DEU,Germany,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2020,Counts,33514
DOM,Dominican Republic,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2020,Counts,0
ESP,Spain,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2020,Counts,1056
GUY,Guyana,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2020,Counts,998
HRV,Croatia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2020,Counts,155
KNA,Saint Kitts and Nevis,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2020,Counts,8
LTU,Lithuania,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2020,Counts,33
LVA,Latvia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2020,Counts,149
MAR,Morocco,Africa,Victims of serious assault,Other Perpetrator known to the victim,Male,2020,Counts,1676
MEX,Mexico,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2020,Counts,375
MNG,Mongolia,Asia,Victims of serious assault,Other Perpetrator known to the victim,Male,2020,Counts,96
OMN,Oman,Asia,Victims of serious assault,Other Perpetrator known to the victim,Male,2020,Counts,20
SLV,El Salvador,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2020,Counts,2
SVK,Slovakia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2020,Counts,27
SVN,Slovenia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2020,Counts,30
AUT,Austria,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2021,Counts,955
BLZ,Belize,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2021,Counts,1
BOL,Bolivia (Plurinational State of),Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2021,Counts,0
CAN,Canada,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2021,Counts,2380
CHE,Switzerland,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2021,Counts,119
CZE,Czechia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2021,Counts,446
DEU,Germany,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2021,Counts,32565
DOM,Dominican Republic,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2021,Counts,0
ESP,Spain,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2021,Counts,1169
GUY,Guyana,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2021,Counts,491
HRV,Croatia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2021,Counts,186
KNA,Saint Kitts and Nevis,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2021,Counts,27
LTU,Lithuania,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2021,Counts,34
LVA,Latvia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2021,Counts,131
MEX,Mexico,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2021,Counts,14325
SLV,El Salvador,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2021,Counts,6
SVK,Slovakia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2021,Counts,34
SVN,Slovenia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2021,Counts,29
VAT,Holy See,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2021,Counts,0
AUT,Austria,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2022,Counts,1057
BLZ,Belize,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2022,Counts,8
BOL,Bolivia (Plurinational State of),Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2022,Counts,0
CAN,Canada,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2022,Counts,2273
CHE,Switzerland,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2022,Counts,154
CZE,Czechia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2022,Counts,506
DEU,Germany,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2022,Counts,35442
DOM,Dominican Republic,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2022,Counts,1
ESP,Spain,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2022,Counts,1281
GUY,Guyana,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2022,Counts,1101
HND,Honduras,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2022,Counts,168
HRV,Croatia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2022,Counts,187
IRL,Ireland,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2022,Counts,1071
KNA,Saint Kitts and Nevis,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2022,Counts,36
LTU,Lithuania,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2022,Counts,51
LVA,Latvia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2022,Counts,136
MAR,Morocco,Africa,Victims of serious assault,Other Perpetrator known to the victim,Male,2022,Counts,4505
MEX,Mexico,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2022,Counts,1829
MMR,Myanmar,Asia,Victims of serious assault,Other Perpetrator known to the victim,Male,2022,Counts,728
SLV,El Salvador,Americas,Victims of serious assault,Other Perpetrator known to the victim,Male,2022,Counts,0
SVK,Slovakia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2022,Counts,35
SVN,Slovenia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2022,Counts,38
VAT,Holy See,Europe,Victims of serious assault,Other Perpetrator known to the victim,Male,2022,Counts,0
AUT,Austria,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2013,Counts,185
CAN,Canada,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2013,Counts,3780
CHE,Switzerland,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2013,Counts,12
COL,Colombia,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2013,Counts,31106
CZE,Czechia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2013,Counts,1275
HND,Honduras,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2013,Counts,1
MMR,Myanmar,Asia,Victims of serious assault,Other Perpetrator known to the victim,Female,2013,Counts,517
SWE,Sweden,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2013,Counts,329
AUT,Austria,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2014,Counts,166
CAN,Canada,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2014,Counts,3718
CHE,Switzerland,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2014,Counts,16
COL,Colombia,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2014,Counts,31998
CZE,Czechia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2014,Counts,1286
DEU,Germany,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2014,Counts,10024
HND,Honduras,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2014,Counts,1
MMR,Myanmar,Asia,Victims of serious assault,Other Perpetrator known to the victim,Female,2014,Counts,532
SWE,Sweden,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2014,Counts,326
AUT,Austria,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2015,Counts,174
CAN,Canada,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2015,Counts,3833
CHE,Switzerland,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2015,Counts,27
COL,Colombia,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2015,Counts,34484
CZE,Czechia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2015,Counts,1120
DEU,Germany,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2015,Counts,10298
HND,Honduras,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2015,Counts,2
LTU,Lithuania,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2015,Counts,1
MMR,Myanmar,Asia,Victims of serious assault,Other Perpetrator known to the victim,Female,2015,Counts,548
MNG,Mongolia,Asia,Victims of serious assault,Other Perpetrator known to the victim,Female,2015,Counts,8
NZL,New Zealand,Oceania,Victims of serious assault,Other Perpetrator known to the victim,Female,2015,Counts,1900
SWE,Sweden,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2015,Counts,367
VEN,Venezuela (Bolivarian Republic of),Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2015,Counts,0
AUT,Austria,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2016,Counts,50
CAN,Canada,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2016,Counts,4186
CHE,Switzerland,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2016,Counts,23
COL,Colombia,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2016,Counts,33905
CZE,Czechia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2016,Counts,976
DEU,Germany,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2016,Counts,11238
ESP,Spain,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2016,Counts,1698
GUY,Guyana,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2016,Counts,5
HRV,Croatia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2016,Counts,1
LTU,Lithuania,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2016,Counts,7
LVA,Latvia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2016,Counts,13
MMR,Myanmar,Asia,Victims of serious assault,Other Perpetrator known to the victim,Female,2016,Counts,766
MNG,Mongolia,Asia,Victims of serious assault,Other Perpetrator known to the victim,Female,2016,Counts,2
NZL,New Zealand,Oceania,Victims of serious assault,Other Perpetrator known to the victim,Female,2016,Counts,1928
SWE,Sweden,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2016,Counts,532
VEN,Venezuela (Bolivarian Republic of),Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2016,Counts,0
AUT,Austria,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2017,Counts,23
BHS,Bahamas,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2017,Counts,5
BOL,Bolivia (Plurinational State of),Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2017,Counts,3
CAN,Canada,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2017,Counts,467
CHE,Switzerland,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2017,Counts,24
COL,Colombia,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2017,Counts,31898
DEU,Germany,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2017,Counts,11062
DOM,Dominican Republic,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2017,Counts,0
ESP,Spain,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2017,Counts,195
KNA,Saint Kitts and Nevis,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2017,Counts,0
LTU,Lithuania,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2017,Counts,5
LVA,Latvia,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2017,Counts,10
MEX,Mexico,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2017,Counts,516
MNG,Mongolia,Asia,Victims of serious assault,Other Perpetrator known to the victim,Female,2017,Counts,5
NZL,New Zealand,Oceania,Victims of serious assault,Other Perpetrator known to the victim,Female,2017,Counts,1849
OMN,Oman,Asia,Victims of serious assault,Other Perpetrator known to the victim,Female,2017,Counts,14
SLV,El Salvador,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2017,Counts,86
SWE,Sweden,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2017,Counts,606
VEN,Venezuela (Bolivarian Republic of),Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2017,Counts,0
AUT,Austria,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2018,Counts,214
BHS,Bahamas,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2018,Counts,2
BOL,Bolivia (Plurinational State of),Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2018,Counts,5
CAN,Canada,Americas,Victims of serious assault,Other Perpetrator known to the victim,Female,2018,Counts,492
CHE,Switzerland,Europe,Victims of serious assault,Other Perpetrator known to the victim,Female,2018,Counts,29
